city_region,graph_type,value_name,city_name,value
asia,tab-people,work_life_balance,macau,0%
asia,tab-people,crime,macau,13.5%
asia,tab-people,health,macau,10%
asia,tab-people,affordability,macau,11.6%
north_america,tab-people,all,atlanta,54.2%
north_america,tab-people,demographics,atlanta,8.1%
north_america,tab-people,education,atlanta,11%
north_america,tab-people,income_inequality,atlanta,4.1%
north_america,tab-people,work_life_balance,atlanta,9.3%
north_america,tab-people,crime,atlanta,9.6%
north_america,tab-people,health,atlanta,6.5%
north_america,tab-people,affordability,atlanta,5.7%
middle_east,tab-people,all,amman,54.1%
middle_east,tab-people,demographics,amman,0.3%
middle_east,tab-people,education,amman,5.3%
middle_east,tab-people,income_inequality,amman,9.3%
middle_east,tab-people,work_life_balance,amman,7.7%
middle_east,tab-people,crime,amman,12.8%
middle_east,tab-people,health,amman,5.1%
middle_east,tab-people,affordability,amman,13.6%
north_america,tab-people,all,detroit,53.8%
north_america,tab-people,demographics,detroit,6.8%
north_america,tab-people,education,detroit,7.6%
north_america,tab-people,income_inequality,detroit,7.9%
north_america,tab-people,work_life_balance,detroit,9%
north_america,tab-people,crime,detroit,9.9%
north_america,tab-people,health,detroit,6.7%
north_america,tab-people,affordability,detroit,6%
asia,tab-people,all,shenzhen,53.8%
asia,tab-people,demographics,shenzhen,11.8%
asia,tab-people,education,shenzhen,4.5%
asia,tab-people,income_inequality,shenzhen,3.6%
asia,tab-people,work_life_balance,shenzhen,0%
asia,tab-people,crime,shenzhen,13.5%
asia,tab-people,health,shenzhen,10%
asia,tab-people,affordability,shenzhen,10.5%
north_america,tab-people,all,chicago,53.8%
north_america,tab-people,demographics,chicago,7%
north_america,tab-people,education,chicago,11.9%
north_america,tab-people,income_inequality,chicago,7%
north_america,tab-people,work_life_balance,chicago,6.1%
north_america,tab-people,crime,chicago,10.4%
north_america,tab-people,health,chicago,7.4%
north_america,tab-people,affordability,chicago,3.9%
asia,tab-people,all,bengaluru,53.7%
asia,tab-people,demographics,bengaluru,5.1%
asia,tab-people,education,bengaluru,1.8%
asia,tab-people,income_inequality,bengaluru,10%
asia,tab-people,work_life_balance,bengaluru,4.1%
asia,tab-people,crime,bengaluru,11.4%
asia,tab-people,health,bengaluru,7.1%
asia,tab-people,affordability,bengaluru,14.1%
asia,tab-people,all,chennai,53.6%
asia,tab-people,demographics,chennai,5.1%
asia,tab-people,education,chennai,1.6%
asia,tab-people,income_inequality,chennai,10%
asia,tab-people,work_life_balance,chennai,4.1%
asia,tab-people,crime,chennai,11.4%
asia,tab-people,health,chennai,7.1%
asia,tab-people,affordability,chennai,14.2%
north_america,tab-people,all,new_york,53.4%
north_america,tab-people,demographics,new_york,7.3%
north_america,tab-people,education,new_york,11.7%
north_america,tab-people,income_inequality,new_york,6.5%
north_america,tab-people,work_life_balance,new_york,8.8%
north_america,tab-people,crime,new_york,10.1%
north_america,tab-people,health,new_york,8.8%
north_america,tab-people,affordability,new_york,0.1%
asia,tab-people,all,kolkata,53.1%
asia,tab-people,demographics,kolkata,5.1%
asia,tab-people,education,kolkata,1%
asia,tab-people,income_inequality,kolkata,10%
asia,tab-people,work_life_balance,kolkata,4.1%
asia,tab-people,crime,kolkata,11.4%
asia,tab-people,health,kolkata,7.1%
asia,tab-people,affordability,kolkata,14.3%
north_america,tab-people,all,houston,52.8%
north_america,tab-people,demographics,houston,6.8%
north_america,tab-people,education,houston,9%
north_america,tab-people,income_inequality,houston,7%
north_america,tab-people,work_life_balance,houston,8.3%
north_america,tab-people,crime,houston,10.7%
north_america,tab-people,health,houston,7%
north_america,tab-people,affordability,houston,4%
north_america,tab-people,all,baltimore,52.4%
north_america,tab-people,demographics,baltimore,7.9%
north_america,tab-people,education,baltimore,9.6%
north_america,tab-people,income_inequality,baltimore,4.5%
north_america,tab-people,work_life_balance,baltimore,10.8%
north_america,tab-people,crime,baltimore,9.3%
north_america,tab-people,health,baltimore,7.6%
north_america,tab-people,affordability,baltimore,2.8%
asia,tab-people,all,hong_kong,52.3%
asia,tab-people,demographics,hong_kong,11.7%
asia,tab-people,education,hong_kong,11.3%
asia,tab-people,income_inequality,hong_kong,0.3%
asia,tab-people,work_life_balance,hong_kong,0%
asia,tab-people,crime,hong_kong,14%
asia,tab-people,health,hong_kong,11.1%
asia,tab-people,affordability,hong_kong,4%
north_america,tab-people,all,dallas,52.3%
north_america,tab-people,demographics,dallas,7.1%
north_america,tab-people,education,dallas,8.5%
north_america,tab-people,income_inequality,dallas,6.9%
north_america,tab-people,work_life_balance,dallas,7.9%
north_america,tab-people,crime,dallas,10.7%
north_america,tab-people,health,dallas,7%
north_america,tab-people,affordability,dallas,4.3%
north_america,tab-people,all,indianapolis,51.9%
north_america,tab-people,demographics,indianapolis,6.8%
north_america,tab-people,education,indianapolis,8.2%
north_america,tab-people,income_inequality,indianapolis,4.5%
north_america,tab-people,work_life_balance,indianapolis,9.6%
north_america,tab-people,crime,indianapolis,10.2%
north_america,tab-people,health,indianapolis,6.4%
north_america,tab-people,affordability,indianapolis,6.2%
north_america,tab-people,all,tampa,51.7%
north_america,tab-people,demographics,tampa,4.8%
north_america,tab-people,education,tampa,8.6%
north_america,tab-people,income_inequality,tampa,5.8%
north_america,tab-people,work_life_balance,tampa,9.6%
north_america,tab-people,crime,tampa,9.5%
north_america,tab-people,health,tampa,8.2%
north_america,tab-people,affordability,tampa,5.2%
latin_america,tab-people,all,santiago,51.5%
latin_america,tab-people,demographics,santiago,8.1%
latin_america,tab-people,education,santiago,6.6%
latin_america,tab-people,income_inequality,santiago,1.1%
latin_america,tab-people,work_life_balance,santiago,5.3%
latin_america,tab-people,crime,santiago,11.1%
latin_america,tab-people,health,santiago,8.7%
latin_america,tab-people,affordability,santiago,10.6%
asia,tab-people,all,mumbai,51.5%
asia,tab-people,demographics,mumbai,5.1%
asia,tab-people,education,mumbai,1.7%
asia,tab-people,income_inequality,mumbai,10%
asia,tab-people,work_life_balance,mumbai,2.5%
asia,tab-people,crime,mumbai,13.3%
asia,tab-people,health,mumbai,7.1%
asia,tab-people,affordability,mumbai,11.8%
asia,tab-people,all,new_delhi,50.3%
asia,tab-people,demographics,new_delhi,5.1%
asia,tab-people,education,new_delhi,1.8%
asia,tab-people,income_inequality,new_delhi,10%
asia,tab-people,work_life_balance,new_delhi,3.4%
asia,tab-people,crime,new_delhi,11.4%
asia,tab-people,health,new_delhi,7.1%
asia,tab-people,affordability,new_delhi,11.5%
latin_america,tab-people,all,buenos_aires,49.9%
latin_america,tab-people,demographics,buenos_aires,3.8%
latin_america,tab-people,education,buenos_aires,7.3%
latin_america,tab-people,income_inequality,buenos_aires,5%
latin_america,tab-people,work_life_balance,buenos_aires,8%
latin_america,tab-people,crime,buenos_aires,10.3%
latin_america,tab-people,health,buenos_aires,6.7%
latin_america,tab-people,affordability,buenos_aires,8.9%
north_america,tab-people,all,miami,49.9%
north_america,tab-people,demographics,miami,5%
north_america,tab-people,education,miami,8%
north_america,tab-people,income_inequality,miami,5.2%
north_america,tab-people,work_life_balance,miami,8.7%
north_america,tab-people,crime,miami,9.5%
north_america,tab-people,health,miami,8.2%
north_america,tab-people,affordability,miami,5.2%
europe,tab-people,all,istanbul,49.9%
europe,tab-people,demographics,istanbul,6.3%
europe,tab-people,education,istanbul,5.7%
europe,tab-people,income_inequality,istanbul,6.9%
europe,tab-people,work_life_balance,istanbul,5.9%
europe,tab-people,crime,istanbul,10.4%
europe,tab-people,health,istanbul,5.8%
europe,tab-people,affordability,istanbul,8.8%
latin_america,tab-people,all,lima,49.2%
latin_america,tab-people,demographics,lima,5%
latin_america,tab-people,education,lima,5.7%
latin_america,tab-people,income_inequality,lima,4.3%
latin_america,tab-people,work_life_balance,lima,7.2%
latin_america,tab-people,crime,lima,9.6%
latin_america,tab-people,health,lima,6.9%
latin_america,tab-people,affordability,lima,10.4%
africa,tab-people,all,cairo,48%
africa,tab-people,demographics,cairo,1.8%
africa,tab-people,education,cairo,1.6%
africa,tab-people,income_inequality,cairo,11.3%
africa,tab-people,work_life_balance,cairo,5.3%
africa,tab-people,crime,cairo,12.3%
africa,tab-people,health,cairo,4.1%
africa,tab-people,affordability,cairo,11.6%
north_america,tab-people,all,new_orleans,46.4%
north_america,tab-people,demographics,new_orleans,7.6%
north_america,tab-people,education,new_orleans,9%
north_america,tab-people,income_inequality,new_orleans,4.8%
north_america,tab-people,work_life_balance,new_orleans,9%
north_america,tab-people,crime,new_orleans,5.9%
north_america,tab-people,health,new_orleans,5.4%
north_america,tab-people,affordability,new_orleans,4.9%
asia,tab-people,all,manila,46%
asia,tab-people,demographics,manila,3.2%
asia,tab-people,education,manila,5.2%
asia,tab-people,income_inequality,manila,4%
asia,tab-people,work_life_balance,manila,7.3%
asia,tab-people,crime,manila,7.1%
asia,tab-people,health,manila,7.3%
asia,tab-people,affordability,manila,12%
latin_america,tab-people,all,rio_de_janeiro,41.1%
latin_america,tab-people,demographics,rio_de_janeiro,8.2%
latin_america,tab-people,education,rio_de_janeiro,4%
latin_america,tab-people,income_inequality,rio_de_janeiro,1.1%
latin_america,tab-people,work_life_balance,rio_de_janeiro,10.3%
latin_america,tab-people,crime,rio_de_janeiro,0%
latin_america,tab-people,health,rio_de_janeiro,7.1%
latin_america,tab-people,affordability,rio_de_janeiro,10.4%
latin_america,tab-people,all,mexico_city,40.8%
latin_america,tab-people,demographics,mexico_city,5.4%
latin_america,tab-people,education,mexico_city,5.2%
latin_america,tab-people,income_inequality,mexico_city,3.5%
latin_america,tab-people,work_life_balance,mexico_city,2.7%
latin_america,tab-people,crime,mexico_city,7.1%
latin_america,tab-people,health,mexico_city,6.6%
latin_america,tab-people,affordability,mexico_city,10.3%
latin_america,tab-people,all,sao_paulo,40%
latin_america,tab-people,demographics,sao_paulo,8.2%
latin_america,tab-people,education,sao_paulo,4.9%
latin_america,tab-people,income_inequality,sao_paulo,1.1%
latin_america,tab-people,work_life_balance,sao_paulo,9.2%
latin_america,tab-people,crime,sao_paulo,0%
latin_america,tab-people,health,sao_paulo,7.1%
latin_america,tab-people,affordability,sao_paulo,9.5%
africa,tab-people,all,nairobi,37.6%
africa,tab-people,demographics,nairobi,0%
africa,tab-people,education,nairobi,1%
africa,tab-people,income_inequality,nairobi,5.7%
africa,tab-people,work_life_balance,nairobi,3.8%
africa,tab-people,crime,nairobi,9.3%
africa,tab-people,health,nairobi,6.5%
africa,tab-people,affordability,nairobi,11.4%
africa,tab-people,all,johannesburg,32.2%
africa,tab-people,demographics,johannesburg,5.2%
africa,tab-people,education,johannesburg,4.1%
africa,tab-people,income_inequality,johannesburg,0%
africa,tab-people,work_life_balance,johannesburg,8.8%
africa,tab-people,crime,johannesburg,0%
africa,tab-people,health,johannesburg,2.8%
africa,tab-people,affordability,johannesburg,11.3%
africa,tab-people,all,__cape_town,27.2%
africa,tab-people,demographics,__cape_town,5.2%
africa,tab-people,education,__cape_town,4.9%
africa,tab-people,income_inequality,__cape_town,0%
africa,tab-people,work_life_balance,__cape_town,3.4%
africa,tab-people,crime,__cape_town,0%
africa,tab-people,health,__cape_town,2.8%
africa,tab-people,affordability,__cape_town,10.9%
europe,tab-planet,all,zurich,87.9%
europe,tab-planet,environmental_risks,zurich,12.1%
europe,tab-planet,energy,zurich,12.3%
europe,tab-planet,green_space,zurich,13.4%
europe,tab-planet,air_pollution,zurich,12.1%
europe,tab-planet,greenhouse_gas_emissions,zurich,11.7%
europe,tab-planet,waste_management,zurich,12%
europe,tab-planet,drinking_water_and_sanitation,zurich,14.3%
europe,tab-planet,all,stockholm,87.1%
europe,tab-planet,environmental_risks,stockholm,14.3%
europe,tab-planet,energy,stockholm,11.3%
europe,tab-planet,green_space,stockholm,11.3%
europe,tab-planet,air_pollution,stockholm,13.7%
europe,tab-planet,greenhouse_gas_emissions,stockholm,11.8%
europe,tab-planet,waste_management,stockholm,10.6%
europe,tab-planet,drinking_water_and_sanitation,stockholm,14.1%
europe,tab-planet,all,geneva,86%
europe,tab-planet,environmental_risks,geneva,12.1%
europe,tab-planet,energy,geneva,12.3%
europe,tab-planet,green_space,geneva,12.3%
europe,tab-planet,air_pollution,geneva,11.1%
europe,tab-planet,greenhouse_gas_emissions,geneva,11.9%
europe,tab-planet,waste_management,geneva,12%
europe,tab-planet,drinking_water_and_sanitation,geneva,14.3%
europe,tab-planet,all,vienna,84.5%
europe,tab-planet,environmental_risks,vienna,9.9%
europe,tab-planet,energy,vienna,12.2%
europe,tab-planet,green_space,vienna,12.8%
europe,tab-planet,air_pollution,vienna,10.9%
europe,tab-planet,greenhouse_gas_emissions,vienna,10.5%
europe,tab-planet,waste_management,vienna,13.9%
europe,tab-planet,drinking_water_and_sanitation,vienna,14.3%
europe,tab-planet,all,frankfurt,84.1%
europe,tab-planet,environmental_risks,frankfurt,12.1%
europe,tab-planet,energy,frankfurt,9.7%
europe,tab-planet,green_space,frankfurt,14.3%
europe,tab-planet,air_pollution,frankfurt,11.2%
europe,tab-planet,greenhouse_gas_emissions,frankfurt,9.6%
europe,tab-planet,waste_management,frankfurt,13.1%
europe,tab-planet,drinking_water_and_sanitation,frankfurt,14.2%
australasia,tab-planet,all,wellington,81.1%
australasia,tab-planet,environmental_risks,wellington,12.1%
australasia,tab-planet,energy,wellington,11.4%
australasia,tab-planet,green_space,wellington,11.5%
australasia,tab-planet,air_pollution,wellington,13.8%
australasia,tab-planet,greenhouse_gas_emissions,wellington,10.6%
australasia,tab-planet,waste_management,wellington,7.3%
australasia,tab-planet,drinking_water_and_sanitation,wellington,14.3%
europe,tab-planet,all,rome,79.4%
europe,tab-planet,environmental_risks,rome,9.9%
europe,tab-planet,energy,rome,11.3%
europe,tab-planet,green_space,rome,9.8%
europe,tab-planet,air_pollution,rome,12.8%
europe,tab-planet,greenhouse_gas_emissions,rome,11.9%
europe,tab-planet,waste_management,rome,9.6%
europe,tab-planet,drinking_water_and_sanitation,rome,14.1%
australasia,tab-planet,all,sydney,77.3%
australasia,tab-planet,environmental_risks,sydney,5.4%
australasia,tab-planet,energy,sydney,6.9%
australasia,tab-planet,green_space,sydney,13%
australasia,tab-planet,air_pollution,sydney,14.1%
australasia,tab-planet,greenhouse_gas_emissions,sydney,13.8%
australasia,tab-planet,waste_management,sydney,9.8%
australasia,tab-planet,drinking_water_and_sanitation,sydney,14.3%
uk,tab-planet,all,london,76.5%
uk,tab-planet,environmental_risks,london,12.1%
uk,tab-planet,energy,london,9.6%
uk,tab-planet,green_space,london,9.3%
uk,tab-planet,air_pollution,london,11.7%
uk,tab-planet,greenhouse_gas_emissions,london,10%
uk,tab-planet,waste_management,london,9.7%
uk,tab-planet,drinking_water_and_sanitation,london,14.1%
europe,tab-planet,all,hamburg,76.4%
europe,tab-planet,environmental_risks,hamburg,9.9%
europe,tab-planet,energy,hamburg,9.7%
europe,tab-planet,green_space,hamburg,5%
europe,tab-planet,air_pollution,hamburg,11.4%
europe,tab-planet,greenhouse_gas_emissions,hamburg,13.3%
europe,tab-planet,waste_management,hamburg,13.1%
europe,tab-planet,drinking_water_and_sanitation,hamburg,14.2%
europe,tab-planet,all,madrid,76%
europe,tab-planet,environmental_risks,madrid,9.9%
europe,tab-planet,energy,madrid,11%
europe,tab-planet,green_space,madrid,5.6%
europe,tab-planet,air_pollution,madrid,12.6%
europe,tab-planet,greenhouse_gas_emissions,madrid,11.4%
europe,tab-planet,waste_management,madrid,11.2%
europe,tab-planet,drinking_water_and_sanitation,madrid,14.3%
asia,tab-planet,all,singapore,75.8%
asia,tab-planet,environmental_risks,singapore,14.3%
asia,tab-planet,energy,singapore,2.2%
asia,tab-planet,green_space,singapore,13.2%
asia,tab-planet,air_pollution,singapore,11.3%
asia,tab-planet,greenhouse_gas_emissions,singapore,8.8%
asia,tab-planet,waste_management,singapore,11.8%
asia,tab-planet,drinking_water_and_sanitation,singapore,14.3%
europe,tab-planet,all,copenhagen,74.8%
europe,tab-planet,environmental_risks,copenhagen,12.1%
europe,tab-planet,energy,copenhagen,12%
europe,tab-planet,green_space,copenhagen,4.1%
europe,tab-planet,air_pollution,copenhagen,11.4%
europe,tab-planet,greenhouse_gas_emissions,copenhagen,10.4%
europe,tab-planet,waste_management,copenhagen,10.6%
europe,tab-planet,drinking_water_and_sanitation,copenhagen,14.2%
uk,tab-planet,all,manchester,74.2%
uk,tab-planet,environmental_risks,manchester,12.1%
uk,tab-planet,energy,manchester,9.6%
uk,tab-planet,green_space,manchester,7%
uk,tab-planet,air_pollution,manchester,12.1%
uk,tab-planet,greenhouse_gas_emissions,manchester,9.6%
uk,tab-planet,waste_management,manchester,9.7%
uk,tab-planet,drinking_water_and_sanitation,manchester,14.1%
uk,tab-planet,all,birmingham,73.5%
uk,tab-planet,environmental_risks,birmingham,14.3%
uk,tab-planet,energy,birmingham,9.6%
uk,tab-planet,green_space,birmingham,3.6%
uk,tab-planet,air_pollution,birmingham,11.7%
uk,tab-planet,greenhouse_gas_emissions,birmingham,10.6%
uk,tab-planet,waste_management,birmingham,9.7%
uk,tab-planet,drinking_water_and_sanitation,birmingham,14.1%
europe,tab-planet,all,berlin,73%
europe,tab-planet,environmental_risks,berlin,12.1%
europe,tab-planet,energy,berlin,9.7%
europe,tab-planet,green_space,berlin,3.9%
europe,tab-planet,air_pollution,berlin,10.6%
europe,tab-planet,greenhouse_gas_emissions,berlin,9.4%
europe,tab-planet,waste_management,berlin,13.1%
europe,tab-planet,drinking_water_and_sanitation,berlin,14.2%
europe,tab-planet,all,rotterdam,72.4%
europe,tab-planet,environmental_risks,rotterdam,14.3%
europe,tab-planet,energy,rotterdam,7.4%
europe,tab-planet,green_space,rotterdam,7%
europe,tab-planet,air_pollution,rotterdam,11.4%
europe,tab-planet,greenhouse_gas_emissions,rotterdam,6.6%
europe,tab-planet,waste_management,rotterdam,11.9%
europe,tab-planet,drinking_water_and_sanitation,rotterdam,13.8%
north_america,tab-planet,all,vancouver,72.1%
north_america,tab-planet,environmental_risks,vancouver,7.6%
north_america,tab-planet,energy,vancouver,8.6%
north_america,tab-planet,green_space,vancouver,3.2%
north_america,tab-planet,air_pollution,vancouver,14.3%
north_america,tab-planet,greenhouse_gas_emissions,vancouver,11.3%
north_america,tab-planet,waste_management,vancouver,12.7%
north_america,tab-planet,drinking_water_and_sanitation,vancouver,14.3%
europe,tab-planet,all,amsterdam,71.4%
europe,tab-planet,environmental_risks,amsterdam,14.3%
europe,tab-planet,energy,amsterdam,7.4%
europe,tab-planet,green_space,amsterdam,3.5%
europe,tab-planet,air_pollution,amsterdam,11.1%
europe,tab-planet,greenhouse_gas_emissions,amsterdam,9.4%
europe,tab-planet,waste_management,amsterdam,11.9%
europe,tab-planet,drinking_water_and_sanitation,amsterdam,13.8%
uk,tab-planet,all,glasgow,71.2%
uk,tab-planet,environmental_risks,glasgow,9.9%
uk,tab-planet,energy,glasgow,9.6%
uk,tab-planet,green_space,glasgow,4.4%
uk,tab-planet,air_pollution,glasgow,12.9%
uk,tab-planet,greenhouse_gas_emissions,glasgow,10.6%
uk,tab-planet,waste_management,glasgow,9.7%
uk,tab-planet,drinking_water_and_sanitation,glasgow,14.1%
uk,tab-planet,all,leeds,71%
uk,tab-planet,environmental_risks,leeds,9.9%
uk,tab-planet,energy,leeds,9.6%
uk,tab-planet,green_space,leeds,5.5%
uk,tab-planet,air_pollution,leeds,11.6%
uk,tab-planet,greenhouse_gas_emissions,leeds,10.6%
uk,tab-planet,waste_management,leeds,9.7%
uk,tab-planet,drinking_water_and_sanitation,leeds,14.1%
uk,tab-planet,all,edinburgh,70.9%
uk,tab-planet,environmental_risks,edinburgh,9.9%
uk,tab-planet,energy,edinburgh,9.6%
uk,tab-planet,green_space,edinburgh,4.4%
uk,tab-planet,air_pollution,edinburgh,12.6%
uk,tab-planet,greenhouse_gas_emissions,edinburgh,10.6%
uk,tab-planet,waste_management,edinburgh,9.7%
uk,tab-planet,drinking_water_and_sanitation,edinburgh,14.1%
europe,tab-planet,all,barcelona,70.5%
europe,tab-planet,environmental_risks,barcelona,9.9%
europe,tab-planet,energy,barcelona,11%
europe,tab-planet,green_space,barcelona,1.3%
europe,tab-planet,air_pollution,barcelona,11.7%
europe,tab-planet,greenhouse_gas_emissions,barcelona,11.3%
europe,tab-planet,waste_management,barcelona,11.2%
europe,tab-planet,drinking_water_and_sanitation,barcelona,14.3%
europe,tab-planet,all,munich,70.3%
europe,tab-planet,environmental_risks,munich,7.6%
europe,tab-planet,energy,munich,9.7%
europe,tab-planet,green_space,munich,4.1%
europe,tab-planet,air_pollution,munich,12%
europe,tab-planet,greenhouse_gas_emissions,munich,9.6%
europe,tab-planet,waste_management,munich,13.1%
europe,tab-planet,drinking_water_and_sanitation,munich,14.2%
australasia,tab-planet,all,canberra,69.8%
australasia,tab-planet,environmental_risks,canberra,3.2%
australasia,tab-planet,energy,canberra,6.9%
australasia,tab-planet,green_space,canberra,14.1%
australasia,tab-planet,air_pollution,canberra,13.6%
australasia,tab-planet,greenhouse_gas_emissions,canberra,3.7%
australasia,tab-planet,waste_management,canberra,14%
australasia,tab-planet,drinking_water_and_sanitation,canberra,14.3%
asia,tab-planet,all,seoul,69.7%
asia,tab-planet,environmental_risks,seoul,9.9%
asia,tab-planet,energy,seoul,5.7%
asia,tab-planet,green_space,seoul,7.4%
asia,tab-planet,air_pollution,seoul,10.1%
asia,tab-planet,greenhouse_gas_emissions,seoul,11.7%
asia,tab-planet,waste_management,seoul,10.7%
asia,tab-planet,drinking_water_and_sanitation,seoul,14.1%
north_america,tab-planet,all,montreal,69%
north_america,tab-planet,environmental_risks,montreal,9.9%
north_america,tab-planet,energy,montreal,8.6%
north_america,tab-planet,green_space,montreal,5.1%
north_america,tab-planet,air_pollution,montreal,12.6%
north_america,tab-planet,greenhouse_gas_emissions,montreal,7.9%
north_america,tab-planet,waste_management,montreal,10.7%
north_america,tab-planet,drinking_water_and_sanitation,montreal,14.3%
asia,tab-planet,all,toronto,68.1%
asia,tab-planet,environmental_risks,toronto,9.9%
asia,tab-planet,energy,toronto,8.6%
asia,tab-planet,green_space,toronto,3.5%
asia,tab-planet,air_pollution,toronto,13.4%
asia,tab-planet,greenhouse_gas_emissions,toronto,8.6%
asia,tab-planet,waste_management,toronto,9.8%
asia,tab-planet,drinking_water_and_sanitation,toronto,14.3%
asia,tab-planet,all,hong_kong,67.9%
asia,tab-planet,environmental_risks,hong_kong,1%
asia,tab-planet,energy,hong_kong,7.3%
asia,tab-planet,green_space,hong_kong,14.3%
asia,tab-planet,air_pollution,hong_kong,10.5%
asia,tab-planet,greenhouse_gas_emissions,hong_kong,10.4%
asia,tab-planet,waste_management,hong_kong,11.5%
asia,tab-planet,drinking_water_and_sanitation,hong_kong,13%
latin_america,tab-planet,all,sao_paulo,67.6%
latin_america,tab-planet,environmental_risks,sao_paulo,7.6%
latin_america,tab-planet,energy,sao_paulo,12.1%
latin_america,tab-planet,green_space,sao_paulo,11.2%
latin_america,tab-planet,air_pollution,sao_paulo,10.9%
latin_america,tab-planet,greenhouse_gas_emissions,sao_paulo,13.7%
latin_america,tab-planet,waste_management,sao_paulo,2.2%
latin_america,tab-planet,drinking_water_and_sanitation,sao_paulo,9.8%
europe,tab-planet,all,prague,67.2%
europe,tab-planet,environmental_risks,prague,7.6%
europe,tab-planet,energy,prague,7.4%
europe,tab-planet,green_space,prague,12.7%
europe,tab-planet,air_pollution,prague,11%
europe,tab-planet,greenhouse_gas_emissions,prague,8.2%
europe,tab-planet,waste_management,prague,6.2%
europe,tab-planet,drinking_water_and_sanitation,prague,14.1%
europe,tab-planet,all,paris,66.8%
europe,tab-planet,environmental_risks,paris,9.9%
europe,tab-planet,energy,paris,8.9%
europe,tab-planet,green_space,paris,2.5%
europe,tab-planet,air_pollution,paris,11.3%
europe,tab-planet,greenhouse_gas_emissions,paris,10.7%
europe,tab-planet,waste_management,paris,9.5%
europe,tab-planet,drinking_water_and_sanitation,paris,14%
north_america,tab-planet,all,new_york,66.1%
north_america,tab-planet,environmental_risks,new_york,7.6%
north_america,tab-planet,energy,new_york,6.5%
north_america,tab-planet,green_space,new_york,5.5%
north_america,tab-planet,air_pollution,new_york,12.1%
north_america,tab-planet,greenhouse_gas_emissions,new_york,7.8%
north_america,tab-planet,waste_management,new_york,12.3%
north_america,tab-planet,drinking_water_and_sanitation,new_york,14.3%
europe,tab-planet,all,brussels,65.9%
europe,tab-planet,environmental_risks,brussels,5.4%
europe,tab-planet,energy,brussels,7.9%
europe,tab-planet,green_space,brussels,5.2%
europe,tab-planet,air_pollution,brussels,11.1%
europe,tab-planet,greenhouse_gas_emissions,brussels,11.6%
europe,tab-planet,waste_management,brussels,10.6%
europe,tab-planet,drinking_water_and_sanitation,brussels,14.2%
north_america,tab-planet,all,seattle,65.9%
north_america,tab-planet,environmental_risks,seattle,7.6%
north_america,tab-planet,energy,seattle,6.5%
north_america,tab-planet,green_space,seattle,3.1%
north_america,tab-planet,air_pollution,seattle,13%
north_america,tab-planet,greenhouse_gas_emissions,seattle,7%
north_america,tab-planet,waste_management,seattle,14.2%
north_america,tab-planet,drinking_water_and_sanitation,seattle,14.3%
europe,tab-planet,all,milan,65.2%
europe,tab-planet,environmental_risks,milan,7.6%
europe,tab-planet,energy,milan,11.3%
europe,tab-planet,green_space,milan,4.1%
europe,tab-planet,air_pollution,milan,7.6%
europe,tab-planet,greenhouse_gas_emissions,milan,10.8%
europe,tab-planet,waste_management,milan,9.6%
europe,tab-planet,drinking_water_and_sanitation,milan,14.1%
europe,tab-planet,all,antwerp,64.8%
europe,tab-planet,environmental_risks,antwerp,7.6%
europe,tab-planet,energy,antwerp,7.9%
europe,tab-planet,green_space,antwerp,4.1%
europe,tab-planet,air_pollution,antwerp,10.8%
europe,tab-planet,greenhouse_gas_emissions,antwerp,9.6%
europe,tab-planet,waste_management,antwerp,10.6%
europe,tab-planet,drinking_water_and_sanitation,antwerp,14.2%
latin_america,tab-planet,all,rio_de_janeiro,64.7%
latin_america,tab-planet,environmental_risks,rio_de_janeiro,9.9%
latin_america,tab-planet,energy,rio_de_janeiro,12.1%
latin_america,tab-planet,green_space,rio_de_janeiro,8.5%
latin_america,tab-planet,air_pollution,rio_de_janeiro,6.9%
latin_america,tab-planet,greenhouse_gas_emissions,rio_de_janeiro,14%
latin_america,tab-planet,waste_management,rio_de_janeiro,2.2%
latin_america,tab-planet,drinking_water_and_sanitation,rio_de_janeiro,11.2%
europe,tab-planet,all,dublin,64.6%
europe,tab-planet,environmental_risks,dublin,9.9%
europe,tab-planet,energy,dublin,10%
europe,tab-planet,green_space,dublin,5.5%
europe,tab-planet,air_pollution,dublin,13.2%
europe,tab-planet,greenhouse_gas_emissions,dublin,6.9%
europe,tab-planet,waste_management,dublin,8%
europe,tab-planet,drinking_water_and_sanitation,dublin,11%
europe,tab-planet,all,lyon,64.2%
europe,tab-planet,environmental_risks,lyon,5.4%
europe,tab-planet,energy,lyon,8.9%
europe,tab-planet,green_space,lyon,4.1%
europe,tab-planet,air_pollution,lyon,10.6%
europe,tab-planet,greenhouse_gas_emissions,lyon,11.6%
europe,tab-planet,waste_management,lyon,9.5%
europe,tab-planet,drinking_water_and_sanitation,lyon,14%
australasia,tab-planet,all,brisbane,63.6%
australasia,tab-planet,environmental_risks,brisbane,3.2%
australasia,tab-planet,energy,brisbane,6.9%
australasia,tab-planet,green_space,brisbane,10.1%
australasia,tab-planet,air_pollution,brisbane,13.8%
australasia,tab-planet,greenhouse_gas_emissions,brisbane,5.5%
australasia,tab-planet,waste_management,brisbane,9.8%
australasia,tab-planet,drinking_water_and_sanitation,brisbane,14.3%
north_america,tab-planet,all,baltimore,63.1%
north_america,tab-planet,environmental_risks,baltimore,5.4%
north_america,tab-planet,energy,baltimore,6.5%
north_america,tab-planet,green_space,baltimore,2.5%
